Sequence,Support,Relative Frequency
{kratko},10,0.8333333333333334
{Učitelj},12,1.0
{Drugi delavci},12,1.0
{Okužba s Covid-19},12,1.0
{Sum na okužbo},12,1.0
{dolgo},11,0.9166666666666666
{srednje},12,1.0
{Drugi strokovni delavec},12,1.0
{Vzgojitelj},12,1.0
"{Okužba s Covid-19}, {Vzgojitelj}",12,1.0
"{Sum na okužbo}, {Drugi delavci}",11,0.9166666666666666
"{Drugi strokovni delavec, Sum na okužbo}",9,0.75
"{Vzgojitelj}, {Učitelj}",10,0.8333333333333334
"{Učitelj}, {Učitelj}",11,0.9166666666666666
"{Učitelj}, {Drugi delavci}",11,0.9166666666666666
"{Okužba s Covid-19}, {kratko}",10,0.8333333333333334
"{Drugi strokovni delavec}, {Drugi delavci}",10,0.8333333333333334
"{Okužba s Covid-19}, {Sum na okužbo}",12,1.0
"{Drugi delavci}, {dolgo}",11,0.9166666666666666
"{Učitelj, srednje}",12,1.0
"{Drugi delavci, dolgo}",9,0.75
"{dolgo}, {Okužba s Covid-19}",10,0.8333333333333334
"{Okužba s Covid-19, kratko}",9,0.75
"{Sum na okužbo}, {Okužba s Covid-19}",12,1.0
"{Drugi delavci, Okužba s Covid-19}",12,1.0
"{Drugi delavci}, {Drugi delavci}",12,1.0
"{Vzgojitelj}, {Okužba s Covid-19}",12,1.0
"{Učitelj}, {Okužba s Covid-19}",12,1.0
"{Okužba s Covid-19}, {Drugi strokovni delavec}",10,0.8333333333333334
"{dolgo}, {srednje}",9,0.75
"{srednje}, {Vzgojitelj}",12,1.0
"{Sum na okužbo}, {srednje}",12,1.0
"{Vzgojitelj}, {srednje}",12,1.0
"{Učitelj}, {srednje}",12,1.0
"{Sum na okužbo}, {Učitelj}",11,0.9166666666666666
"{srednje}, {kratko}",10,0.8333333333333334
"{Drugi strokovni delavec}, {srednje}",12,1.0
"{Vzgojitelj}, {Sum na okužbo}",10,0.8333333333333334
"{srednje}, {Sum na okužbo}",12,1.0
"{Drugi delavci}, {Okužba s Covid-19}",12,1.0
"{Drugi strokovni delavec}, {dolgo}",11,0.9166666666666666
"{Drugi strokovni delavec}, {Učitelj}",10,0.8333333333333334
"{Drugi delavci}, {srednje}",12,1.0
"{srednje}, {Drugi strokovni delavec}",11,0.9166666666666666
"{Drugi delavci}, {Učitelj}",11,0.9166666666666666
"{dolgo}, {Vzgojitelj}",9,0.75
"{kratko}, {Učitelj}",9,0.75
"{Sum na okužbo, Učitelj}",10,0.8333333333333334
"{Sum na okužbo}, {Vzgojitelj}",12,1.0
"{Vzgojitelj}, {Vzgojitelj}",11,0.9166666666666666
"{Učitelj}, {Vzgojitelj}",10,0.8333333333333334
"{Drugi strokovni delavec, Okužba s Covid-19}",12,1.0
"{Drugi strokovni delavec}, {Okužba s Covid-19}",12,1.0
"{Sum na okužbo}, {kratko}",10,0.8333333333333334
"{Drugi strokovni delavec}, {Vzgojitelj}",12,1.0
"{dolgo}, {Sum na okužbo}",10,0.8333333333333334
"{Sum na okužbo}, {Sum na okužbo}",12,1.0
"{Učitelj}, {kratko}",10,0.8333333333333334
"{Okužba s Covid-19}, {dolgo}",11,0.9166666666666666
"{Učitelj}, {Sum na okužbo}",12,1.0
"{kratko}, {Okužba s Covid-19}",10,0.8333333333333334
"{Drugi delavci}, {Vzgojitelj}",11,0.9166666666666666
"{Sum na okužbo, Vzgojitelj}",10,0.8333333333333334
"{Okužba s Covid-19}, {Drugi delavci}",12,1.0
"{Drugi strokovni delavec}, {Sum na okužbo}",10,0.8333333333333334
"{Okužba s Covid-19, dolgo}",11,0.9166666666666666
"{Sum na okužbo}, {Drugi strokovni delavec}",10,0.8333333333333334
"{Vzgojitelj}, {Drugi strokovni delavec}",9,0.75
"{Okužba s Covid-19, Vzgojitelj}",12,1.0
"{kratko}, {srednje}",9,0.75
