Sequence,Support,Relative Frequency
{dolgo},10,0.8333333333333334
{srednje},12,1.0
{Sum na okužbo},12,1.0
{Okužba s Covid-19},12,1.0
{Vzgojitelj},12,1.0
{Drugi delavci},11,0.9166666666666666
{Drugi strokovni delavec},12,1.0
{kratko},11,0.9166666666666666
{Učitelj},12,1.0
"{Okužba s Covid-19}, {Sum na okužbo}",12,1.0
"{Drugi delavci, srednje}",10,0.8333333333333334
"{Drugi strokovni delavec}, {Drugi strokovni delavec}",10,0.8333333333333334
"{Drugi strokovni delavec}, {srednje}",11,0.9166666666666666
"{Okužba s Covid-19, dolgo}",10,0.8333333333333334
"{Učitelj}, {Sum na okužbo}",12,1.0
"{Vzgojitelj}, {kratko}",10,0.8333333333333334
"{Okužba s Covid-19, Vzgojitelj}",11,0.9166666666666666
"{Učitelj}, {dolgo}",10,0.8333333333333334
"{Učitelj}, {Vzgojitelj}",11,0.9166666666666666
"{Okužba s Covid-19}, {kratko}",10,0.8333333333333334
"{Vzgojitelj}, {Drugi strokovni delavec}",10,0.8333333333333334
"{Vzgojitelj}, {srednje}",12,1.0
"{Okužba s Covid-19}, {Drugi strokovni delavec}",10,0.8333333333333334
"{srednje}, {Drugi delavci}",11,0.9166666666666666
"{Drugi strokovni delavec, Okužba s Covid-19}",11,0.9166666666666666
"{Okužba s Covid-19}, {srednje}",12,1.0
"{Učitelj}, {kratko}",10,0.8333333333333334
"{Sum na okužbo, Učitelj}",10,0.8333333333333334
"{Drugi delavci}, {Drugi strokovni delavec}",11,0.9166666666666666
"{Okužba s Covid-19, srednje}",12,1.0
"{Učitelj}, {Drugi strokovni delavec}",12,1.0
"{Sum na okužbo}, {Drugi delavci}",11,0.9166666666666666
"{Vzgojitelj}, {Vzgojitelj}",10,0.8333333333333334
"{Drugi strokovni delavec}, {Učitelj}",10,0.8333333333333334
"{Učitelj}, {srednje}",12,1.0
"{Drugi delavci, Okužba s Covid-19}",11,0.9166666666666666
"{srednje}, {dolgo}",10,0.8333333333333334
"{Drugi strokovni delavec}, {Okužba s Covid-19}",12,1.0
"{srednje}, {Vzgojitelj}",12,1.0
"{Sum na okužbo}, {dolgo}",10,0.8333333333333334
"{Vzgojitelj, srednje}",12,1.0
"{srednje}, {Sum na okužbo}",12,1.0
"{Vzgojitelj}, {Učitelj}",11,0.9166666666666666
"{Sum na okužbo}, {Sum na okužbo}",12,1.0
"{kratko}, {Drugi strokovni delavec}",10,0.8333333333333334
"{Okužba s Covid-19}, {Učitelj}",12,1.0
"{Sum na okužbo}, {Vzgojitelj}",11,0.9166666666666666
"{Vzgojitelj}, {Okužba s Covid-19}",12,1.0
"{srednje}, {kratko}",10,0.8333333333333334
"{Okužba s Covid-19}, {Okužba s Covid-19}",12,1.0
"{kratko}, {srednje}",10,0.8333333333333334
"{Učitelj, srednje}",12,1.0
"{srednje}, {Drugi strokovni delavec}",12,1.0
"{Okužba s Covid-19, Učitelj}",12,1.0
"{Učitelj}, {Učitelj}",12,1.0
"{Sum na okužbo}, {kratko}",10,0.8333333333333334
"{Drugi delavci}, {Okužba s Covid-19}",10,0.8333333333333334
"{Učitelj}, {Okužba s Covid-19}",12,1.0
"{srednje}, {srednje}",12,1.0
