Sequence,Support,Relative Frequency
{dolgo},12,1.0
{srednje},12,1.0
{Sum na okužbo},12,1.0
{Okužba s Covid-19},12,1.0
{Vzgojitelj},12,1.0
{Drugi delavci},11,0.9166666666666666
{Drugi strokovni delavec},12,1.0
{kratko},12,1.0
{Učitelj},12,1.0
"{Okužba s Covid-19}, {Sum na okužbo}",12,1.0
"{Drugi strokovni delavec}, {Drugi strokovni delavec}",11,0.9166666666666666
"{Drugi strokovni delavec}, {srednje}",11,0.9166666666666666
"{Drugi delavci}, {Sum na okužbo}",11,0.9166666666666666
"{Okužba s Covid-19}, {kratko}",12,1.0
"{Okužba s Covid-19}, {Drugi strokovni delavec}",12,1.0
"{Učitelj}, {kratko}",12,1.0
"{kratko}, {dolgo}",10,0.8333333333333334
"{Sum na okužbo, Učitelj}",12,1.0
"{Učitelj}, {Drugi strokovni delavec}",11,0.9166666666666666
"{Učitelj}, {srednje}",12,1.0
"{kratko}, {Vzgojitelj}",11,0.9166666666666666
"{Sum na okužbo}, {dolgo}",11,0.9166666666666666
"{srednje}, {Sum na okužbo}",12,1.0
"{dolgo}, {dolgo}",10,0.8333333333333334
"{Sum na okužbo}, {Vzgojitelj}",12,1.0
"{Vzgojitelj}, {Okužba s Covid-19}",12,1.0
"{dolgo}, {Vzgojitelj}",12,1.0
"{srednje}, {kratko}",12,1.0
"{Učitelj, srednje}",12,1.0
"{srednje}, {Drugi strokovni delavec}",12,1.0
"{Okužba s Covid-19, Učitelj}",12,1.0
"{Drugi delavci}, {Učitelj}",11,0.9166666666666666
"{Drugi strokovni delavec, dolgo}",10,0.8333333333333334
"{Vzgojitelj}, {Drugi delavci}",11,0.9166666666666666
"{Drugi strokovni delavec}, {Vzgojitelj}",10,0.8333333333333334
"{Vzgojitelj}, {Sum na okužbo}",12,1.0
"{Sum na okužbo, srednje}",12,1.0
"{Okužba s Covid-19}, {Vzgojitelj}",12,1.0
"{Drugi delavci, srednje}",11,0.9166666666666666
"{Učitelj}, {Vzgojitelj}",12,1.0
"{Drugi delavci}, {kratko}",11,0.9166666666666666
"{Okužba s Covid-19}, {srednje}",12,1.0
"{Drugi delavci}, {Drugi strokovni delavec}",11,0.9166666666666666
"{Okužba s Covid-19, srednje}",12,1.0
"{Drugi delavci}, {srednje}",11,0.9166666666666666
"{srednje}, {Vzgojitelj}",11,0.9166666666666666
"{Vzgojitelj}, {Učitelj}",10,0.8333333333333334
"{srednje}, {srednje}",12,1.0
"{Sum na okužbo, Vzgojitelj}",12,1.0
"{kratko}, {Okužba s Covid-19}",12,1.0
"{Sum na okužbo, kratko}",12,1.0
"{Sum na okužbo}, {Okužba s Covid-19}",12,1.0
"{Okužba s Covid-19}, {dolgo}",12,1.0
"{dolgo}, {Okužba s Covid-19}",12,1.0
"{Vzgojitelj}, {kratko}",11,0.9166666666666666
"{Okužba s Covid-19, Vzgojitelj}",12,1.0
"{Drugi delavci}, {Vzgojitelj}",11,0.9166666666666666
"{Učitelj}, {dolgo}",12,1.0
"{Vzgojitelj}, {Drugi strokovni delavec}",12,1.0
"{Vzgojitelj}, {srednje}",12,1.0
"{kratko}, {Drugi delavci}",11,0.9166666666666666
"{Drugi strokovni delavec, Okužba s Covid-19}",11,0.9166666666666666
"{Vzgojitelj, kratko}",10,0.8333333333333334
"{Sum na okužbo}, {Drugi delavci}",11,0.9166666666666666
"{kratko}, {Sum na okužbo}",11,0.9166666666666666
"{dolgo}, {Drugi delavci}",10,0.8333333333333334
"{srednje}, {dolgo}",12,1.0
"{Drugi strokovni delavec}, {Okužba s Covid-19}",11,0.9166666666666666
"{Sum na okužbo}, {Sum na okužbo}",12,1.0
"{kratko}, {Drugi strokovni delavec}",11,0.9166666666666666
"{dolgo}, {Sum na okužbo}",12,1.0
"{Okužba s Covid-19}, {Okužba s Covid-19}",12,1.0
"{Učitelj}, {Okužba s Covid-19}",12,1.0
"{Drugi strokovni delavec}, {Drugi delavci}",10,0.8333333333333334
"{Drugi strokovni delavec, Sum na okužbo}",11,0.9166666666666666
"{kratko}, {Učitelj}",11,0.9166666666666666
"{Drugi strokovni delavec}, {Sum na okužbo}",11,0.9166666666666666
"{Okužba s Covid-19}, {Drugi delavci}",11,0.9166666666666666
"{srednje}, {Okužba s Covid-19}",12,1.0
"{Vzgojitelj}, {dolgo}",11,0.9166666666666666
"{Sum na okužbo}, {Učitelj}",12,1.0
"{dolgo}, {Učitelj}",12,1.0
"{Učitelj}, {Drugi delavci}",11,0.9166666666666666
"{Vzgojitelj}, {Vzgojitelj}",12,1.0
"{Učitelj, dolgo}",12,1.0
"{Okužba s Covid-19, dolgo}",12,1.0
"{Drugi delavci}, {dolgo}",10,0.8333333333333334
"{Učitelj}, {Sum na okužbo}",12,1.0
"{Učitelj, kratko}",10,0.8333333333333334
"{srednje}, {Drugi delavci}",11,0.9166666666666666
"{Drugi strokovni delavec}, {Učitelj}",10,0.8333333333333334
"{Drugi delavci, Okužba s Covid-19}",11,0.9166666666666666
"{Vzgojitelj, srednje}",12,1.0
"{Okužba s Covid-19}, {Učitelj}",11,0.9166666666666666
"{kratko}, {kratko}",11,0.9166666666666666
"{kratko}, {srednje}",11,0.9166666666666666
"{Učitelj}, {Učitelj}",12,1.0
"{Sum na okužbo}, {kratko}",12,1.0
"{Drugi delavci}, {Okužba s Covid-19}",11,0.9166666666666666
"{dolgo}, {kratko}",12,1.0
"{Sum na okužbo}, {Drugi strokovni delavec}",12,1.0
"{Sum na okužbo}, {srednje}",12,1.0
"{dolgo}, {Drugi strokovni delavec}",12,1.0
"{dolgo}, {srednje}",12,1.0
"{srednje}, {Učitelj}",11,0.9166666666666666
"{Drugi strokovni delavec, srednje}",10,0.8333333333333334
"{Drugi delavci}, {Drugi delavci}",10,0.8333333333333334
"{Drugi strokovni delavec}, {kratko}",10,0.8333333333333334
"{Vzgojitelj}, {srednje}, {Drugi delavci}",11,0.9166666666666666
"{Sum na okužbo}, {Okužba s Covid-19}, {Učitelj}",11,0.9166666666666666
"{srednje}, {Sum na okužbo}, {Vzgojitelj}",11,0.9166666666666666
"{Sum na okužbo}, {Učitelj}, {Okužba s Covid-19}",12,1.0
"{Sum na okužbo}, {kratko}, {srednje}",11,0.9166666666666666
"{srednje}, {srednje}, {Drugi strokovni delavec}",12,1.0
"{dolgo}, {Sum na okužbo, Učitelj}",10,0.8333333333333334
"{Učitelj}, {Drugi strokovni delavec}, {srednje}",10,0.8333333333333334
"{Vzgojitelj}, {Sum na okužbo, Vzgojitelj}",10,0.8333333333333334
"{Drugi delavci}, {kratko}, {Okužba s Covid-19}",10,0.8333333333333334
"{Sum na okužbo}, {Drugi delavci}, {Okužba s Covid-19}",11,0.9166666666666666
"{Drugi delavci, srednje}, {Sum na okužbo}",10,0.8333333333333334
"{dolgo}, {kratko}, {Sum na okužbo}",11,0.9166666666666666
"{kratko}, {Učitelj, srednje}",10,0.8333333333333334
"{Okužba s Covid-19, dolgo}, {Vzgojitelj}",11,0.9166666666666666
"{Drugi delavci}, {Sum na okužbo}, {Okužba s Covid-19}",10,0.8333333333333334
