Sequence,Support,Relative Frequency
{Učitelj},12,1.0
{Vzgojitelj},9,0.75
{Okužba s Covid-19},12,1.0
{Drugi delavci},11,0.9166666666666666
{dolgo},9,0.75
{srednje},12,1.0
{kratko},11,0.9166666666666666
{Sum na okužbo},12,1.0
{Drugi strokovni delavec},9,0.75
"{Sum na okužbo, kratko}",11,0.9166666666666666
"{Drugi delavci, Okužba s Covid-19}",10,0.8333333333333334
"{Drugi strokovni delavec}, {Drugi delavci}",9,0.75
"{srednje}, {kratko}",9,0.75
"{srednje}, {Sum na okužbo}",11,0.9166666666666666
"{srednje}, {Drugi strokovni delavec}",9,0.75
"{Sum na okužbo}, {dolgo}",9,0.75
"{kratko}, {Učitelj}",10,0.8333333333333334
"{Sum na okužbo}, {srednje}",10,0.8333333333333334
"{Okužba s Covid-19}, {Učitelj}",9,0.75
"{kratko}, {Okužba s Covid-19}",10,0.8333333333333334
"{Okužba s Covid-19}, {Okužba s Covid-19}",9,0.75
"{Učitelj}, {Učitelj}",11,0.9166666666666666
"{Učitelj}, {Okužba s Covid-19}",11,0.9166666666666666
"{Sum na okužbo, Učitelj}",12,1.0
"{Sum na okužbo, srednje}",12,1.0
"{Učitelj, kratko}",11,0.9166666666666666
"{srednje}, {srednje}",11,0.9166666666666666
"{Drugi delavci}, {Okužba s Covid-19}",10,0.8333333333333334
"{Sum na okužbo}, {Učitelj}",11,0.9166666666666666
"{Okužba s Covid-19}, {Drugi delavci}",9,0.75
"{Učitelj}, {Vzgojitelj}",9,0.75
"{Drugi strokovni delavec}, {srednje}",9,0.75
"{kratko}, {Drugi delavci}",9,0.75
"{Sum na okužbo}, {Okužba s Covid-19}",11,0.9166666666666666
"{Okužba s Covid-19, dolgo}",9,0.75
"{Učitelj}, {Drugi delavci}",11,0.9166666666666666
"{Drugi delavci, Sum na okužbo}",10,0.8333333333333334
"{Okužba s Covid-19}, {Drugi strokovni delavec}",9,0.75
"{Drugi delavci}, {Drugi delavci}",10,0.8333333333333334
"{kratko}, {Sum na okužbo}",10,0.8333333333333334
"{Učitelj, srednje}",12,1.0
"{srednje}, {Učitelj}",10,0.8333333333333334
"{kratko}, {Drugi strokovni delavec}",9,0.75
"{Okužba s Covid-19}, {Sum na okužbo}",9,0.75
"{srednje}, {Okužba s Covid-19}",11,0.9166666666666666
"{Sum na okužbo}, {Vzgojitelj}",9,0.75
"{Učitelj}, {kratko}",9,0.75
"{Učitelj}, {Sum na okužbo}",11,0.9166666666666666
"{Učitelj}, {Drugi strokovni delavec}",9,0.75
"{Drugi strokovni delavec, srednje}",9,0.75
"{Sum na okužbo}, {Drugi delavci}",11,0.9166666666666666
"{Vzgojitelj}, {srednje}",9,0.75
"{Drugi delavci, srednje}",10,0.8333333333333334
"{Sum na okužbo, Vzgojitelj}",9,0.75
"{kratko}, {srednje}",10,0.8333333333333334
"{Okužba s Covid-19}, {srednje}",10,0.8333333333333334
