Sequence,Support,Relative Frequency
{kratko},10,0.8333333333333334
{SREDNJA ŠOLA},10,0.8333333333333334
{VRTEC},11,0.9166666666666666
{veliko},9,0.75
{srednje},12,1.0
{Okužba s Covid-19 pri dijaku ali več dijakih oddelka},9,0.75
{Okužba s Covid-19 pri učencu ali več učencih oddelka},12,1.0
{Okužba s Covid-19 pri učitelju},11,0.9166666666666666
{OSNOVNA ŠOLA},12,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {kratko}",9,0.75
"{SREDNJA ŠOLA}, {VRTEC}",9,0.75
"{srednje}, {kratko}",10,0.8333333333333334
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {VRTEC}",9,0.75
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {srednje}",9,0.75
"{srednje}, {veliko}",9,0.75
"{SREDNJA ŠOLA}, {srednje}",9,0.75
"{OSNOVNA ŠOLA, srednje}",12,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,0.8333333333333334
"{veliko}, {VRTEC}",9,0.75
"{SREDNJA ŠOLA, srednje}",10,0.8333333333333334
"{veliko}, {srednje}",9,0.75
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",11,0.9166666666666666
"{srednje, veliko}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učitelju}",10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA}",11,0.9166666666666666
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",12,1.0
"{OSNOVNA ŠOLA, kratko}",10,0.8333333333333334
"{srednje}, {Okužba s Covid-19 pri učitelju}",10,0.8333333333333334
"{srednje}, {OSNOVNA ŠOLA}",12,1.0
"{OSNOVNA ŠOLA, veliko}",9,0.75
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",12,1.0
"{kratko}, {SREDNJA ŠOLA}",9,0.75
"{kratko}, {VRTEC}",9,0.75
"{VRTEC}, {srednje}",9,0.75
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učitelju}",10,0.8333333333333334
"{SREDNJA ŠOLA}, {OSNOVNA ŠOLA}",9,0.75
"{VRTEC, srednje}",11,0.9166666666666666
