Sequence,Support,Relative Frequency
{OSNOVNA ŠOLA},12,1.0
{Okužba s Covid-19 pri učitelju},9,0.75
{Okužba s Covid-19 pri učencu ali več učencih oddelka},12,1.0
{kratko},12,1.0
{Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka},9,0.75
{veliko},11,0.9166666666666666
{malo},10,0.8333333333333334
{SREDNJA ŠOLA},10,0.8333333333333334
{srednje},12,1.0
{VRTEC},9,0.75
{Okužba s Covid-19 pri dijaku ali več dijakih oddelka},10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}",12,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",10,0.8333333333333334
"{SREDNJA ŠOLA, srednje}",10,0.8333333333333334
"{srednje}, {Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka}",9,0.75
"{srednje}, {kratko}",12,1.0
"{kratko}, {malo}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {veliko}",11,0.9166666666666666
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",12,1.0
"{kratko}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{OSNOVNA ŠOLA, srednje}",12,1.0
"{SREDNJA ŠOLA}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{kratko}, {VRTEC}",9,0.75
"{malo}, {OSNOVNA ŠOLA}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, kratko}",10,0.8333333333333334
"{srednje}, {veliko}",11,0.9166666666666666
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {VRTEC}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {malo}",10,0.8333333333333334
"{veliko}, {OSNOVNA ŠOLA}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {srednje}",12,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {VRTEC}",9,0.75
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, veliko}",10,0.8333333333333334
"{srednje}, {srednje}",12,1.0
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {srednje}",10,0.8333333333333334
"{SREDNJA ŠOLA}, {kratko}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",12,1.0
"{srednje}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",10,0.8333333333333334
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",12,1.0
"{Okužba s Covid-19 pri učitelju}, {srednje}",9,0.75
"{veliko}, {kratko}",9,0.75
"{kratko}, {OSNOVNA ŠOLA}",11,0.9166666666666666
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",12,1.0
"{Okužba s Covid-19 pri učitelju}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",9,0.75
"{OSNOVNA ŠOLA}, {malo}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {VRTEC}",9,0.75
"{OSNOVNA ŠOLA, kratko}",11,0.9166666666666666
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka, SREDNJA ŠOLA}",10,0.8333333333333334
"{srednje}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA}",12,1.0
"{SREDNJA ŠOLA}, {srednje}",10,0.8333333333333334
"{srednje}, {VRTEC}",9,0.75
"{malo}, {srednje}",10,0.8333333333333334
"{srednje}, {malo}",10,0.8333333333333334
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka, srednje}",10,0.8333333333333334
"{srednje, veliko}",10,0.8333333333333334
"{Okužba s Covid-19 pri učitelju, srednje}",9,0.75
"{kratko}, {kratko}",12,1.0
"{OSNOVNA ŠOLA, veliko}",11,0.9166666666666666
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {kratko}",10,0.8333333333333334
"{veliko}, {srednje}",9,0.75
"{kratko}, {veliko}",11,0.9166666666666666
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {kratko}",12,1.0
"{VRTEC, srednje}",9,0.75
"{veliko}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",9,0.75
"{kratko, srednje}",12,1.0
"{OSNOVNA ŠOLA, Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka}",9,0.75
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",12,1.0
"{SREDNJA ŠOLA}, {VRTEC}",9,0.75
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",12,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {veliko}",11,0.9166666666666666
"{kratko}, {srednje}",12,1.0
"{srednje}, {OSNOVNA ŠOLA}",12,1.0
"{kratko}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",10,0.8333333333333334
"{kratko}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka}",9,0.75
"{Okužba s Covid-19 pri učitelju}, {OSNOVNA ŠOLA}",9,0.75
"{OSNOVNA ŠOLA}, {kratko}",12,1.0
"{kratko}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {kratko}, {VRTEC}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {SREDNJA ŠOLA}, {kratko}",10,0.8333333333333334
"{srednje}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {srednje}",10,0.8333333333333334
"{kratko, srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {veliko}, {kratko}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje, veliko}",10,0.8333333333333334
"{kratko}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka, SREDNJA ŠOLA}",10,0.8333333333333334
"{srednje}, {kratko}, {VRTEC}",9,0.75
"{kratko}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka, srednje}",10,0.8333333333333334
"{kratko}, {malo}, {srednje}",9,0.75
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}, {kratko}",12,1.0
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {srednje}, {srednje}",9,0.75
"{OSNOVNA ŠOLA, veliko}, {srednje}",9,0.75
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {VRTEC, srednje}",9,0.75
"{kratko}, {SREDNJA ŠOLA}, {VRTEC}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {kratko}, {srednje}",11,0.9166666666666666
"{OSNOVNA ŠOLA, kratko}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA}, {veliko}",11,0.9166666666666666
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",12,1.0
"{OSNOVNA ŠOLA, srednje}, {kratko}",12,1.0
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {veliko}",11,0.9166666666666666
"{kratko}, {Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}, {VRTEC}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}, {malo}",9,0.75
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {SREDNJA ŠOLA}",10,0.8333333333333334
