Sequence,Support,Relative Frequency
{kratko},10,0.8333333333333334
{malo},9,0.75
{SREDNJA ŠOLA},10,0.8333333333333334
{veliko},9,0.75
{srednje},12,1.0
{Okužba s Covid-19 pri učencu ali več učencih oddelka},11,0.9166666666666666
{Okužba s Covid-19 pri dijaku ali več dijakih oddelka},10,0.8333333333333334
{OSNOVNA ŠOLA},12,1.0
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka, veliko}",9,0.75
"{SREDNJA ŠOLA}, {SREDNJA ŠOLA}",9,0.75
"{srednje}, {kratko}",9,0.75
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {srednje}",10,0.8333333333333334
"{SREDNJA ŠOLA}, {srednje}",10,0.8333333333333334
"{OSNOVNA ŠOLA, srednje}",12,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",9,0.75
"{SREDNJA ŠOLA, srednje}",10,0.8333333333333334
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,0.8333333333333334
"{malo, srednje}",9,0.75
"{veliko}, {srednje}",9,0.75
"{srednje, veliko}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{SREDNJA ŠOLA}, {kratko}",9,0.75
"{srednje}, {malo}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",11,0.9166666666666666
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {kratko}",9,0.75
"{OSNOVNA ŠOLA, kratko}",9,0.75
"{srednje}, {OSNOVNA ŠOLA}",11,0.9166666666666666
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, kratko}",9,0.75
"{SREDNJA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",9,0.75
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",9,0.75
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",11,0.9166666666666666
"{SREDNJA ŠOLA}, {OSNOVNA ŠOLA}",9,0.75
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {OSNOVNA ŠOLA}",9,0.75
"{kratko}, {srednje}",9,0.75
"{veliko}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",9,0.75
"{OSNOVNA ŠOLA}, {srednje}",11,0.9166666666666666
"{veliko}, {OSNOVNA ŠOLA}",9,0.75
"{kratko, srednje}",10,0.8333333333333334
"{SREDNJA ŠOLA, veliko}",9,0.75
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka, SREDNJA ŠOLA}",10,0.8333333333333334
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka, srednje}",10,0.8333333333333334
"{srednje}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",9,0.75
"{srednje}, {SREDNJA ŠOLA}",9,0.75
"{kratko}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",9,0.75
"{kratko}, {OSNOVNA ŠOLA}",9,0.75
"{srednje}, {srednje}",12,1.0
"{OSNOVNA ŠOLA}, {malo}",9,0.75
"{SREDNJA ŠOLA}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",9,0.75
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka, SREDNJA ŠOLA}, {kratko}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",9,0.75
"{veliko}, {Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",9,0.75
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka, srednje}, {OSNOVNA ŠOLA}",9,0.75
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",9,0.75
"{srednje, veliko}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",9,0.75
"{srednje}, {kratko, srednje}",9,0.75
"{SREDNJA ŠOLA}, {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",9,0.75
