Sequence,Support,Relative Frequency
{Okužba pri otroku / učencu / dijaku},3,1.0
{Sum na okužbo pri otroku / učencu / dijaku},3,1.0
{VRTEC},3,1.0
{kratko},3,1.0
{dolgo},3,1.0
{malo},3,1.0
{GLASBENA ŠOLA},3,1.0
{OSNOVNA ŠOLA},3,1.0
{OSTALO},3,1.0
{veliko},3,1.0
{Okužba pri delavcu},3,1.0
{srednje},3,1.0
{SREDNJA ŠOLA},3,1.0
"{OSNOVNA ŠOLA}, {Sum na okužbo pri otroku / učencu / dijaku}",3,1.0
"{malo}, {srednje}",3,1.0
"{OSNOVNA ŠOLA}, {malo}",3,1.0
"{GLASBENA ŠOLA}, {veliko}",3,1.0
"{GLASBENA ŠOLA}, {OSTALO}",3,1.0
"{Okužba pri delavcu}, {veliko}",3,1.0
"{OSTALO}, {veliko}",3,1.0
"{Okužba pri delavcu}, {srednje}",3,1.0
"{SREDNJA ŠOLA}, {dolgo}",3,1.0
"{OSNOVNA ŠOLA}, {veliko}",3,1.0
"{OSNOVNA ŠOLA}, {OSTALO}",3,1.0
"{OSNOVNA ŠOLA}, {srednje}",3,1.0
"{Okužba pri otroku / učencu / dijaku}, {SREDNJA ŠOLA}",3,1.0
"{Sum na okužbo pri otroku / učencu / dijaku}, {dolgo}",3,1.0
"{SREDNJA ŠOLA}, {kratko}",3,1.0
"{GLASBENA ŠOLA}, {Okužba pri otroku / učencu / dijaku}",3,1.0
"{Okužba pri otroku / učencu / dijaku}, {kratko}",3,1.0
"{GLASBENA ŠOLA}, {srednje}",3,1.0
"{srednje}, {veliko}",3,1.0
"{Okužba pri delavcu}, {Okužba pri otroku / učencu / dijaku}",3,1.0
"{Sum na okužbo pri otroku / učencu / dijaku}, {kratko}",3,1.0
"{dolgo}, {kratko}",3,1.0
"{OSTALO}, {Okužba pri otroku / učencu / dijaku}",3,1.0
"{GLASBENA ŠOLA}, {SREDNJA ŠOLA}",3,1.0
"{VRTEC}, {kratko}",3,1.0
"{SREDNJA ŠOLA}, {VRTEC}",3,1.0
"{OSNOVNA ŠOLA}, {Okužba pri otroku / učencu / dijaku}",3,1.0
"{OSTALO}, {srednje}",3,1.0
