Sequence,Support,Relative Frequency
{Okužba s Covid-19 pri dijaku ali več dijakih oddelka},1,0.5
{Zasavska},1,0.5
{malo},1,0.5
{Okužba s Covid-19 pri otroku ali več otrocih skupine},2,1.0
{zelo veliko},1,0.5
{10 days},1,0.5
{srednje},1,0.5
{Jugovzhodna Slovenija},1,0.5
{1. star. obd.},1,0.5
{2. star. obd.},2,1.0
{9 days},2,1.0
{4. letnik},1,0.5
"{Jugovzhodna Slovenija}, {zelo veliko}",1,0.5
"{Jugovzhodna Slovenija}, {malo}",1,0.5
"{10 days}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{1. star. obd.}, {zelo veliko}",1,0.5
"{1. star. obd.}, {malo}",1,0.5
"{10 days}, {Jugovzhodna Slovenija}",1,0.5
"{10 days}, {4. letnik}",1,0.5
"{1. star. obd.}, {9 days}",1,0.5
"{Jugovzhodna Slovenija}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",1,0.5
"{4. letnik}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{1. star. obd.}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",1,0.5
"{4. letnik}, {Jugovzhodna Slovenija}",1,0.5
"{9 days}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{9 days}, {Jugovzhodna Slovenija}",1,0.5
"{1. star. obd.}, {10 days}",1,0.5
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{malo}, {zelo veliko}",1,0.5
"{1. star. obd.}, {2. star. obd.}",1,0.5
"{Jugovzhodna Slovenija}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{10 days}, {malo}",1,0.5
"{10 days}, {zelo veliko}",1,0.5
"{Okužba s Covid-19 pri otroku ali več otrocih skupine}, {malo}",1,0.5
"{1. star. obd.}, {Jugovzhodna Slovenija}",1,0.5
"{1. star. obd.}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{Okužba s Covid-19 pri otroku ali več otrocih skupine}, {zelo veliko}",1,0.5
"{10 days}, {9 days}",1,0.5
"{1. star. obd.}, {4. letnik}",1,0.5
"{4. letnik}, {malo}",1,0.5
"{10 days}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",1,0.5
"{9 days}, {malo}",1,0.5
"{10 days}, {2. star. obd.}",1,0.5
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {malo}",1,0.5
"{10 days}, {Jugovzhodna Slovenija}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{1. star. obd.}, {Jugovzhodna Slovenija}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{1. star. obd.}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{1. star. obd.}, {4. letnik}, {malo}",1,0.5
"{1. star. obd.}, {9 days}, {malo}",1,0.5
"{10 days}, {4. letnik}, {malo}",1,0.5
"{10 days}, {9 days}, {malo}",1,0.5
"{10 days}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {malo}",1,0.5
"{Jugovzhodna Slovenija}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {malo}",1,0.5
"{1. star. obd.}, {Jugovzhodna Slovenija}, {malo}",1,0.5
"{10 days}, {Jugovzhodna Slovenija}, {malo}",1,0.5
"{1. star. obd.}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {malo}",1,0.5
"{1. star. obd.}, {4. letnik}, {Jugovzhodna Slovenija}",1,0.5
"{1. star. obd.}, {4. letnik}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{10 days}, {4. letnik}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{1. star. obd.}, {9 days}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{10 days}, {4. letnik}, {Jugovzhodna Slovenija}",1,0.5
"{10 days}, {9 days}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{1. star. obd.}, {9 days}, {Jugovzhodna Slovenija}",1,0.5
"{10 days}, {9 days}, {Jugovzhodna Slovenija}",1,0.5
"{Jugovzhodna Slovenija}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
"{10 days}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1,0.5
