Sequence,Support,Relative Frequency
{kratko},12,1.0
{VRTEC},10,0.8333333333333334
{SREDNJA ŠOLA},12,1.0
{Okužba s Covid-19},12,1.0
{Sum na okužbo},12,1.0
{dolgo},9,0.75
{srednje},12,1.0
{OSNOVNA ŠOLA},12,1.0
"{SREDNJA ŠOLA}, {VRTEC}",9,0.75
"{srednje}, {kratko}",12,1.0
"{Okužba s Covid-19}, {SREDNJA ŠOLA}",11,0.9166666666666666
"{Okužba s Covid-19}, {VRTEC}",9,0.75
"{Sum na okužbo}, {Sum na okužbo}",12,1.0
"{SREDNJA ŠOLA}, {srednje}",11,0.9166666666666666
"{OSNOVNA ŠOLA, srednje}",12,1.0
"{Okužba s Covid-19}, {dolgo}",9,0.75
"{Okužba s Covid-19}, {srednje}",12,1.0
"{srednje}, {Sum na okužbo}",12,1.0
"{Sum na okužbo}, {OSNOVNA ŠOLA}",12,1.0
"{SREDNJA ŠOLA, srednje}",12,1.0
"{VRTEC}, {Okužba s Covid-19}",10,0.8333333333333334
"{SREDNJA ŠOLA}, {kratko}",11,0.9166666666666666
"{OSNOVNA ŠOLA, kratko}",11,0.9166666666666666
"{Okužba s Covid-19}, {kratko}",12,1.0
"{kratko}, {Okužba s Covid-19}",12,1.0
"{srednje}, {OSNOVNA ŠOLA}",12,1.0
"{OSNOVNA ŠOLA}, {Okužba s Covid-19}",12,1.0
"{SREDNJA ŠOLA}, {Sum na okužbo}",12,1.0
"{OSNOVNA ŠOLA, Sum na okužbo}",12,1.0
"{VRTEC}, {SREDNJA ŠOLA}",9,0.75
"{VRTEC}, {VRTEC}",9,0.75
"{Okužba s Covid-19}, {Sum na okužbo}",12,1.0
"{Okužba s Covid-19, srednje}",12,1.0
"{kratko}, {SREDNJA ŠOLA}",11,0.9166666666666666
"{kratko}, {VRTEC}",9,0.75
"{VRTEC}, {srednje}",10,0.8333333333333334
"{Sum na okužbo, VRTEC}",10,0.8333333333333334
"{SREDNJA ŠOLA}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{VRTEC, srednje}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {SREDNJA ŠOLA}",12,1.0
"{Okužba s Covid-19}, {OSNOVNA ŠOLA}",12,1.0
"{Okužba s Covid-19, kratko}",9,0.75
"{OSNOVNA ŠOLA}, {VRTEC}",9,0.75
"{kratko}, {dolgo}",9,0.75
"{kratko}, {srednje}",12,1.0
"{Sum na okužbo}, {Okužba s Covid-19}",12,1.0
"{Sum na okužbo, srednje}",12,1.0
"{OSNOVNA ŠOLA}, {srednje}",12,1.0
"{Okužba s Covid-19, SREDNJA ŠOLA}",12,1.0
"{OSNOVNA ŠOLA}, {dolgo}",9,0.75
"{srednje}, {Okužba s Covid-19}",12,1.0
"{kratko}, {kratko}",12,1.0
"{Sum na okužbo, kratko}",12,1.0
"{VRTEC}, {Sum na okužbo}",9,0.75
"{Sum na okužbo}, {SREDNJA ŠOLA}",12,1.0
"{Sum na okužbo}, {VRTEC}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {kratko}",12,1.0
"{srednje}, {SREDNJA ŠOLA}",12,1.0
"{kratko}, {Sum na okužbo}",12,1.0
"{OSNOVNA ŠOLA}, {Sum na okužbo}",12,1.0
"{Sum na okužbo}, {dolgo}",9,0.75
"{Sum na okužbo}, {srednje}",12,1.0
"{VRTEC}, {OSNOVNA ŠOLA}",9,0.75
"{srednje}, {VRTEC}",10,0.8333333333333334
"{OSNOVNA ŠOLA, Okužba s Covid-19}",12,1.0
"{kratko}, {OSNOVNA ŠOLA}",11,0.9166666666666666
"{SREDNJA ŠOLA}, {Okužba s Covid-19}",11,0.9166666666666666
"{srednje}, {dolgo}",9,0.75
"{Okužba s Covid-19}, {Okužba s Covid-19}",12,1.0
"{srednje}, {srednje}",12,1.0
"{Sum na okužbo}, {kratko}",12,1.0
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",12,1.0
"{Sum na okužbo}, {OSNOVNA ŠOLA}, {srednje}",12,1.0
"{Sum na okužbo}, {srednje}, {Okužba s Covid-19}",12,1.0
"{SREDNJA ŠOLA, srednje}, {VRTEC}",9,0.75
"{OSNOVNA ŠOLA, kratko}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{SREDNJA ŠOLA, srednje}, {srednje}",11,0.9166666666666666
"{Sum na okužbo}, {Sum na okužbo}, {dolgo}",9,0.75
"{Okužba s Covid-19}, {srednje}, {VRTEC}",9,0.75
"{OSNOVNA ŠOLA}, {Okužba s Covid-19}, {kratko}",11,0.9166666666666666
"{Okužba s Covid-19}, {SREDNJA ŠOLA}, {Okužba s Covid-19}",10,0.8333333333333334
"{srednje}, {srednje}, {Okužba s Covid-19}",12,1.0
"{srednje}, {OSNOVNA ŠOLA}, {dolgo}",9,0.75
