Sequence,Support,Relative Frequency
{kratko},12,1.0
{VRTEC},11,0.9166666666666666
{Okužba s Covid-19},12,1.0
{Sum na okužbo},12,1.0
{dolgo},9,0.75
{srednje},12,1.0
{OSNOVNA ŠOLA},12,1.0
"{srednje}, {kratko}",11,0.9166666666666666
"{Okužba s Covid-19}, {VRTEC}",9,0.75
"{Sum na okužbo}, {Sum na okužbo}",11,0.9166666666666666
"{OSNOVNA ŠOLA, srednje}",12,1.0
"{Okužba s Covid-19}, {srednje}",11,0.9166666666666666
"{srednje}, {Sum na okužbo}",11,0.9166666666666666
"{Sum na okužbo}, {OSNOVNA ŠOLA}",12,1.0
"{VRTEC}, {Okužba s Covid-19}",9,0.75
"{OSNOVNA ŠOLA, kratko}",11,0.9166666666666666
"{Okužba s Covid-19}, {kratko}",9,0.75
"{kratko}, {Okužba s Covid-19}",12,1.0
"{srednje}, {OSNOVNA ŠOLA}",12,1.0
"{OSNOVNA ŠOLA}, {Okužba s Covid-19}",12,1.0
"{OSNOVNA ŠOLA, Sum na okužbo}",12,1.0
"{Okužba s Covid-19}, {Sum na okužbo}",9,0.75
"{Okužba s Covid-19, srednje}",12,1.0
"{kratko}, {VRTEC}",11,0.9166666666666666
"{Sum na okužbo, VRTEC}",10,0.8333333333333334
"{VRTEC}, {srednje}",9,0.75
"{VRTEC}, {dolgo}",9,0.75
"{VRTEC, srednje}",11,0.9166666666666666
"{Okužba s Covid-19}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{Okužba s Covid-19, kratko}",9,0.75
"{OSNOVNA ŠOLA}, {VRTEC}",11,0.9166666666666666
"{kratko}, {dolgo}",9,0.75
"{kratko}, {srednje}",12,1.0
"{Sum na okužbo}, {Okužba s Covid-19}",12,1.0
"{Sum na okužbo, srednje}",12,1.0
"{OSNOVNA ŠOLA}, {srednje}",12,1.0
"{OSNOVNA ŠOLA}, {dolgo}",9,0.75
"{srednje}, {Okužba s Covid-19}",12,1.0
"{kratko}, {kratko}",11,0.9166666666666666
"{Sum na okužbo, kratko}",11,0.9166666666666666
"{VRTEC}, {Sum na okužbo}",9,0.75
"{Sum na okužbo}, {VRTEC}",11,0.9166666666666666
"{OSNOVNA ŠOLA}, {kratko}",11,0.9166666666666666
"{kratko}, {Sum na okužbo}",11,0.9166666666666666
"{OSNOVNA ŠOLA}, {Sum na okužbo}",12,1.0
"{Sum na okužbo}, {srednje}",12,1.0
"{srednje}, {VRTEC}",11,0.9166666666666666
"{VRTEC}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{OSNOVNA ŠOLA, Okužba s Covid-19}",12,1.0
"{kratko}, {OSNOVNA ŠOLA}",12,1.0
"{srednje}, {srednje}",12,1.0
"{Okužba s Covid-19}, {Okužba s Covid-19}",11,0.9166666666666666
"{Sum na okužbo}, {kratko}",11,0.9166666666666666
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",12,1.0
"{srednje}, {kratko}, {Okužba s Covid-19}",11,0.9166666666666666
"{Sum na okužbo}, {OSNOVNA ŠOLA}, {srednje}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {Sum na okužbo}, {kratko}",9,0.75
"{Sum na okužbo}, {srednje}, {Okužba s Covid-19}",10,0.8333333333333334
"{Sum na okužbo}, {kratko}, {kratko}",9,0.75
"{Sum na okužbo}, {Sum na okužbo, kratko}",10,0.8333333333333334
"{Sum na okužbo, srednje}, {OSNOVNA ŠOLA}",12,1.0
"{srednje}, {Sum na okužbo, srednje}",10,0.8333333333333334
"{Sum na okužbo, kratko}, {OSNOVNA ŠOLA}",11,0.9166666666666666
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA, Okužba s Covid-19}",12,1.0
"{OSNOVNA ŠOLA}, {Sum na okužbo}, {Sum na okužbo}",10,0.8333333333333334
"{Sum na okužbo, srednje}, {Sum na okužbo}",11,0.9166666666666666
