Sequence,Support,Relative Frequency
{kratko},10,0.8333333333333334
{Okužba s Covid-19},12,1.0
{Sum na okužbo},12,1.0
{srednje},12,1.0
{OSTALO},9,0.75
{OSNOVNA ŠOLA},12,1.0
"{srednje}, {kratko}",10,0.8333333333333334
"{Sum na okužbo}, {Sum na okužbo}",12,1.0
"{OSNOVNA ŠOLA, srednje}",11,0.9166666666666666
"{srednje}, {Sum na okužbo}",12,1.0
"{Sum na okužbo}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{OSNOVNA ŠOLA, kratko}",9,0.75
"{Okužba s Covid-19}, {kratko}",9,0.75
"{srednje}, {OSNOVNA ŠOLA}",11,0.9166666666666666
"{OSNOVNA ŠOLA, Sum na okužbo}",12,1.0
"{Okužba s Covid-19, srednje}",11,0.9166666666666666
"{Okužba s Covid-19}, {Sum na okužbo}",9,0.75
"{Okužba s Covid-19}, {OSNOVNA ŠOLA}",11,0.9166666666666666
"{Sum na okužbo, srednje}",12,1.0
"{Sum na okužbo}, {Okužba s Covid-19}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {srednje}",10,0.8333333333333334
"{srednje}, {Okužba s Covid-19}",11,0.9166666666666666
"{Sum na okužbo, kratko}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {Sum na okužbo}",10,0.8333333333333334
"{Sum na okužbo}, {srednje}",11,0.9166666666666666
"{OSNOVNA ŠOLA, Okužba s Covid-19}",9,0.75
"{srednje}, {srednje}",12,1.0
"{Sum na okužbo}, {kratko}",10,0.8333333333333334
"{OSTALO, Sum na okužbo}",9,0.75
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",9,0.75
"{Sum na okužbo}, {Sum na okužbo, srednje}",9,0.75
"{Sum na okužbo}, {Sum na okužbo, kratko}",10,0.8333333333333334
"{Sum na okužbo, srednje}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{srednje}, {srednje}, {OSNOVNA ŠOLA}",11,0.9166666666666666
"{srednje}, {Sum na okužbo, srednje}",10,0.8333333333333334
"{Okužba s Covid-19}, {OSNOVNA ŠOLA, Sum na okužbo}",9,0.75
"{srednje}, {Sum na okužbo, kratko}",10,0.8333333333333334
"{OSNOVNA ŠOLA, Okužba s Covid-19}, {OSNOVNA ŠOLA}",9,0.75
"{srednje}, {Okužba s Covid-19}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{srednje}, {OSNOVNA ŠOLA, Okužba s Covid-19}",9,0.75
"{Sum na okužbo, srednje}, {Okužba s Covid-19}",10,0.8333333333333334
"{Okužba s Covid-19, srednje}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{OSNOVNA ŠOLA, Sum na okužbo}, {srednje}",9,0.75
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA, Sum na okužbo}",9,0.75
"{Sum na okužbo}, {srednje}, {Sum na okužbo}",11,0.9166666666666666
"{Sum na okužbo}, {OSNOVNA ŠOLA, srednje}",9,0.75
"{srednje}, {srednje}, {srednje}",9,0.75
"{OSNOVNA ŠOLA, srednje}, {srednje}",10,0.8333333333333334
"{OSNOVNA ŠOLA, Sum na okužbo, srednje}",11,0.9166666666666666
"{srednje}, {OSNOVNA ŠOLA, srednje}",10,0.8333333333333334
"{Sum na okužbo}, {srednje}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{Sum na okužbo}, {OSNOVNA ŠOLA, kratko}",9,0.75
"{Sum na okužbo, srednje}, {srednje}",10,0.8333333333333334
"{srednje}, {srednje}, {kratko}",10,0.8333333333333334
"{OSNOVNA ŠOLA, Sum na okužbo, kratko}",9,0.75
"{srednje}, {Sum na okužbo}, {Sum na okužbo}",9,0.75
"{OSNOVNA ŠOLA, Sum na okužbo}, {Sum na okužbo}",10,0.8333333333333334
"{srednje}, {OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",9,0.75
"{srednje}, {OSNOVNA ŠOLA, kratko}",9,0.75
"{OSNOVNA ŠOLA, srednje}, {Sum na okužbo}",9,0.75
"{Sum na okužbo}, {OSNOVNA ŠOLA, Sum na okužbo}",10,0.8333333333333334
"{srednje}, {srednje}, {Sum na okužbo}",12,1.0
"{Sum na okužbo, srednje}, {kratko}",10,0.8333333333333334
"{Sum na okužbo}, {Okužba s Covid-19, srednje}",9,0.75
"{srednje}, {OSNOVNA ŠOLA, Sum na okužbo}",11,0.9166666666666666
"{srednje}, {Okužba s Covid-19, srednje}",10,0.8333333333333334
"{Sum na okužbo, srednje}, {Sum na okužbo}",12,1.0
"{Sum na okužbo}, {Okužba s Covid-19}, {OSNOVNA ŠOLA}",9,0.75
"{OSNOVNA ŠOLA, srednje}, {OSNOVNA ŠOLA}",9,0.75
"{Sum na okužbo}, {OSNOVNA ŠOLA, Sum na okužbo, kratko}",9,0.75
"{srednje}, {Okužba s Covid-19, srednje}, {OSNOVNA ŠOLA}",9,0.75
"{srednje}, {OSNOVNA ŠOLA, Sum na okužbo, kratko}",9,0.75
"{Sum na okužbo, srednje}, {srednje}, {Sum na okužbo}",10,0.8333333333333334
"{Sum na okužbo}, {srednje}, {OSNOVNA ŠOLA, Sum na okužbo}",10,0.8333333333333334
"{Sum na okužbo, srednje}, {OSNOVNA ŠOLA, srednje}",9,0.75
"{Sum na okužbo, srednje}, {srednje}, {OSNOVNA ŠOLA}",9,0.75
"{srednje}, {srednje}, {OSNOVNA ŠOLA, Sum na okužbo}",11,0.9166666666666666
"{Sum na okužbo, srednje}, {OSNOVNA ŠOLA, kratko}",9,0.75
"{srednje}, {Sum na okužbo, srednje}, {Sum na okužbo}",9,0.75
"{OSNOVNA ŠOLA, Sum na okužbo, srednje}, {srednje}",9,0.75
"{srednje}, {OSNOVNA ŠOLA, srednje}, {OSNOVNA ŠOLA}",9,0.75
"{Sum na okužbo, srednje}, {OSNOVNA ŠOLA, Sum na okužbo}",10,0.8333333333333334
"{Sum na okužbo, srednje}, {Okužba s Covid-19}, {OSNOVNA ŠOLA}",9,0.75
"{Sum na okužbo, srednje}, {Okužba s Covid-19, srednje}",9,0.75
"{OSNOVNA ŠOLA, Sum na okužbo, srednje}, {Sum na okužbo}",9,0.75
