Sequence,Support,Relative Frequency
{OSNOVNA ŠOLA},12,1.0
{kratko},12,1.0
{Okužba s Covid-19},12,1.0
{SREDNJA ŠOLA},10,0.8333333333333334
{srednje},12,1.0
{VRTEC},12,1.0
{Sum na okužbo},12,1.0
"{SREDNJA ŠOLA, srednje}",9,0.75
"{OSNOVNA ŠOLA}, {Sum na okužbo}",12,1.0
"{Sum na okužbo, kratko}",12,1.0
"{srednje}, {kratko}",12,1.0
"{Okužba s Covid-19}, {SREDNJA ŠOLA}",9,0.75
"{srednje}, {Sum na okužbo}",12,1.0
"{OSNOVNA ŠOLA, Okužba s Covid-19}",11,0.9166666666666666
"{OSNOVNA ŠOLA, srednje}",12,1.0
"{Okužba s Covid-19}, {VRTEC}",11,0.9166666666666666
"{kratko}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{kratko}, {VRTEC}",11,0.9166666666666666
"{VRTEC}, {OSNOVNA ŠOLA}",11,0.9166666666666666
"{Sum na okužbo}, {srednje}",12,1.0
"{kratko}, {Okužba s Covid-19}",10,0.8333333333333334
"{Okužba s Covid-19}, {Okužba s Covid-19}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {srednje}",11,0.9166666666666666
"{Sum na okužbo, srednje}",12,1.0
"{VRTEC}, {kratko}",12,1.0
"{VRTEC}, {Sum na okužbo}",11,0.9166666666666666
"{srednje}, {srednje}",12,1.0
"{SREDNJA ŠOLA}, {kratko}",10,0.8333333333333334
"{SREDNJA ŠOLA}, {Sum na okužbo}",10,0.8333333333333334
"{Okužba s Covid-19, kratko}",11,0.9166666666666666
"{Sum na okužbo}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{Sum na okužbo}, {VRTEC}",12,1.0
"{Okužba s Covid-19}, {OSNOVNA ŠOLA}",12,1.0
"{kratko}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{Sum na okužbo}, {Okužba s Covid-19}",11,0.9166666666666666
"{OSNOVNA ŠOLA}, {SREDNJA ŠOLA}",9,0.75
"{OSNOVNA ŠOLA}, {VRTEC}",12,1.0
"{OSNOVNA ŠOLA, kratko}",12,1.0
"{Sum na okužbo, VRTEC}",12,1.0
"{srednje}, {SREDNJA ŠOLA}",9,0.75
"{Okužba s Covid-19}, {kratko}",12,1.0
"{SREDNJA ŠOLA}, {srednje}",10,0.8333333333333334
"{srednje}, {VRTEC}",12,1.0
"{kratko}, {kratko}",11,0.9166666666666666
"{OSNOVNA ŠOLA, Sum na okužbo}",11,0.9166666666666666
"{kratko}, {Sum na okužbo}",11,0.9166666666666666
"{OSNOVNA ŠOLA}, {Okužba s Covid-19}",11,0.9166666666666666
"{VRTEC}, {srednje}",9,0.75
"{Okužba s Covid-19}, {Sum na okužbo}",12,1.0
"{srednje}, {Okužba s Covid-19}",11,0.9166666666666666
"{Sum na okužbo}, {OSNOVNA ŠOLA}",12,1.0
"{VRTEC, srednje}",11,0.9166666666666666
"{SREDNJA ŠOLA, kratko}",10,0.8333333333333334
"{SREDNJA ŠOLA}, {SREDNJA ŠOLA}",9,0.75
"{SREDNJA ŠOLA, Sum na okužbo}",9,0.75
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",12,1.0
"{Okužba s Covid-19, SREDNJA ŠOLA}",9,0.75
"{SREDNJA ŠOLA}, {VRTEC}",10,0.8333333333333334
"{kratko}, {srednje}",11,0.9166666666666666
"{Okužba s Covid-19}, {srednje}",11,0.9166666666666666
"{VRTEC}, {VRTEC}",9,0.75
"{srednje}, {OSNOVNA ŠOLA}",11,0.9166666666666666
"{Sum na okužbo}, {kratko}",12,1.0
"{Sum na okužbo}, {Sum na okužbo}",12,1.0
"{SREDNJA ŠOLA}, {Okužba s Covid-19}",9,0.75
"{VRTEC}, {Okužba s Covid-19}",11,0.9166666666666666
"{Okužba s Covid-19, srednje}",11,0.9166666666666666
"{OSNOVNA ŠOLA}, {kratko}",12,1.0
"{Sum na okužbo}, {Sum na okužbo}, {kratko}",12,1.0
"{OSNOVNA ŠOLA}, {kratko}, {VRTEC}",10,0.8333333333333334
"{SREDNJA ŠOLA, Sum na okužbo}, {VRTEC}",9,0.75
"{Sum na okužbo}, {srednje}, {kratko}",12,1.0
"{VRTEC}, {srednje}, {kratko}",9,0.75
"{srednje}, {kratko}, {VRTEC}",10,0.8333333333333334
"{SREDNJA ŠOLA, kratko}, {VRTEC}",9,0.75
"{OSNOVNA ŠOLA, Okužba s Covid-19}, {kratko}",11,0.9166666666666666
"{VRTEC, srednje}, {kratko}",11,0.9166666666666666
"{srednje}, {Sum na okužbo}, {srednje}",11,0.9166666666666666
"{srednje}, {VRTEC}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{Sum na okužbo}, {Sum na okužbo}, {SREDNJA ŠOLA}",9,0.75
"{SREDNJA ŠOLA}, {Sum na okužbo}, {VRTEC}",10,0.8333333333333334
"{Okužba s Covid-19, kratko}, {kratko}",11,0.9166666666666666
"{Sum na okužbo}, {SREDNJA ŠOLA}, {Sum na okužbo}",10,0.8333333333333334
"{Sum na okužbo}, {OSNOVNA ŠOLA, kratko}",11,0.9166666666666666
"{kratko}, {kratko}, {kratko}",11,0.9166666666666666
"{Okužba s Covid-19}, {Okužba s Covid-19, srednje}",10,0.8333333333333334
"{kratko}, {SREDNJA ŠOLA}, {VRTEC}",10,0.8333333333333334
"{Okužba s Covid-19}, {VRTEC}, {kratko}",10,0.8333333333333334
"{VRTEC}, {Sum na okužbo}, {Okužba s Covid-19}",9,0.75
"{srednje}, {Sum na okužbo, VRTEC}",11,0.9166666666666666
"{Sum na okužbo}, {VRTEC, srednje}",11,0.9166666666666666
"{Sum na okužbo, srednje}, {Okužba s Covid-19}",11,0.9166666666666666
"{Sum na okužbo}, {OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {VRTEC}, {kratko}",11,0.9166666666666666
"{OSNOVNA ŠOLA, srednje}, {kratko}",12,1.0
"{SREDNJA ŠOLA}, {srednje}, {kratko}",9,0.75
"{kratko}, {kratko}, {SREDNJA ŠOLA}",9,0.75
"{kratko}, {Okužba s Covid-19, kratko}",10,0.8333333333333334
"{Okužba s Covid-19, srednje}, {OSNOVNA ŠOLA}",10,0.8333333333333334
