Sequence,Support,Relative Frequency
{OSNOVNA ŠOLA},12,1.0
{kratko},12,1.0
{Okužba s Covid-19},12,1.0
{SREDNJA ŠOLA},12,1.0
{srednje},12,1.0
{VRTEC},10,0.8333333333333334
{Sum na okužbo},12,1.0
"{SREDNJA ŠOLA, srednje}",11,0.9166666666666666
"{OSNOVNA ŠOLA}, {Sum na okužbo}",12,1.0
"{Sum na okužbo, kratko}",12,1.0
"{srednje}, {kratko}",12,1.0
"{Okužba s Covid-19}, {SREDNJA ŠOLA}",11,0.9166666666666666
"{srednje}, {Sum na okužbo}",12,1.0
"{OSNOVNA ŠOLA, Okužba s Covid-19}",12,1.0
"{OSNOVNA ŠOLA, srednje}",12,1.0
"{Okužba s Covid-19}, {VRTEC}",9,0.75
"{SREDNJA ŠOLA}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{kratko}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{Sum na okužbo}, {srednje}",12,1.0
"{kratko}, {Okužba s Covid-19}",10,0.8333333333333334
"{Okužba s Covid-19}, {Okužba s Covid-19}",12,1.0
"{OSNOVNA ŠOLA}, {srednje}",12,1.0
"{Sum na okužbo, srednje}",12,1.0
"{srednje}, {srednje}",12,1.0
"{SREDNJA ŠOLA}, {kratko}",10,0.8333333333333334
"{SREDNJA ŠOLA}, {Sum na okužbo}",11,0.9166666666666666
"{Okužba s Covid-19, kratko}",9,0.75
"{Sum na okužbo}, {SREDNJA ŠOLA}",11,0.9166666666666666
"{Sum na okužbo}, {VRTEC}",9,0.75
"{Okužba s Covid-19}, {OSNOVNA ŠOLA}",12,1.0
"{kratko}, {OSNOVNA ŠOLA}",11,0.9166666666666666
"{Sum na okužbo}, {Okužba s Covid-19}",12,1.0
"{OSNOVNA ŠOLA}, {SREDNJA ŠOLA}",11,0.9166666666666666
"{OSNOVNA ŠOLA}, {VRTEC}",9,0.75
"{OSNOVNA ŠOLA, kratko}",11,0.9166666666666666
"{Sum na okužbo, VRTEC}",10,0.8333333333333334
"{srednje}, {SREDNJA ŠOLA}",11,0.9166666666666666
"{Okužba s Covid-19}, {kratko}",12,1.0
"{SREDNJA ŠOLA}, {srednje}",12,1.0
"{srednje}, {VRTEC}",9,0.75
"{kratko}, {kratko}",9,0.75
"{OSNOVNA ŠOLA, Sum na okužbo}",12,1.0
"{kratko}, {Sum na okužbo}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {Okužba s Covid-19}",11,0.9166666666666666
"{Okužba s Covid-19}, {Sum na okužbo}",12,1.0
"{srednje}, {Okužba s Covid-19}",12,1.0
"{Sum na okužbo}, {OSNOVNA ŠOLA}",12,1.0
"{VRTEC, srednje}",10,0.8333333333333334
"{SREDNJA ŠOLA}, {SREDNJA ŠOLA}",9,0.75
"{SREDNJA ŠOLA, Sum na okužbo}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",12,1.0
"{Okužba s Covid-19, SREDNJA ŠOLA}",11,0.9166666666666666
"{kratko}, {srednje}",11,0.9166666666666666
"{Okužba s Covid-19}, {srednje}",12,1.0
"{srednje}, {OSNOVNA ŠOLA}",12,1.0
"{Sum na okužbo}, {kratko}",12,1.0
"{Sum na okužbo}, {Sum na okužbo}",12,1.0
"{SREDNJA ŠOLA}, {Okužba s Covid-19}",11,0.9166666666666666
"{Okužba s Covid-19, srednje}",12,1.0
"{OSNOVNA ŠOLA}, {kratko}",11,0.9166666666666666
"{Okužba s Covid-19}, {kratko}, {Okužba s Covid-19}",9,0.75
"{OSNOVNA ŠOLA, srednje}, {OSNOVNA ŠOLA}",12,1.0
"{SREDNJA ŠOLA}, {Sum na okužbo}, {Sum na okužbo}",9,0.75
"{Sum na okužbo}, {Sum na okužbo}, {kratko}",10,0.8333333333333334
"{srednje}, {Sum na okužbo}, {OSNOVNA ŠOLA}",12,1.0
"{OSNOVNA ŠOLA, kratko}, {SREDNJA ŠOLA}",9,0.75
"{Okužba s Covid-19, SREDNJA ŠOLA}, {OSNOVNA ŠOLA}",9,0.75
"{OSNOVNA ŠOLA}, {Okužba s Covid-19, SREDNJA ŠOLA}",9,0.75
"{srednje}, {SREDNJA ŠOLA, Sum na okužbo}",10,0.8333333333333334
"{srednje}, {SREDNJA ŠOLA}, {SREDNJA ŠOLA}",9,0.75
"{Okužba s Covid-19}, {Sum na okužbo, srednje}",11,0.9166666666666666
"{srednje}, {kratko}, {srednje}",11,0.9166666666666666
"{Sum na okužbo}, {SREDNJA ŠOLA}, {Okužba s Covid-19}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {Okužba s Covid-19, srednje}",10,0.8333333333333334
"{Okužba s Covid-19}, {kratko}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{Okužba s Covid-19}, {srednje}, {VRTEC}",9,0.75
"{SREDNJA ŠOLA}, {Sum na okužbo}, {srednje}",9,0.75
"{srednje}, {Sum na okužbo}, {Sum na okužbo}",12,1.0
"{kratko}, {SREDNJA ŠOLA}, {Sum na okužbo}",9,0.75
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{Okužba s Covid-19, SREDNJA ŠOLA}, {Sum na okužbo}",10,0.8333333333333334
"{Sum na okužbo}, {srednje}, {kratko}",11,0.9166666666666666
"{srednje}, {SREDNJA ŠOLA, srednje}",10,0.8333333333333334
"{OSNOVNA ŠOLA, Sum na okužbo}, {Sum na okužbo}",11,0.9166666666666666
"{Sum na okužbo}, {SREDNJA ŠOLA}, {OSNOVNA ŠOLA}",9,0.75
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA, Okužba s Covid-19}",11,0.9166666666666666
"{Okužba s Covid-19}, {kratko}, {Sum na okužbo}",10,0.8333333333333334
"{SREDNJA ŠOLA, Sum na okužbo, srednje}",9,0.75
"{Okužba s Covid-19}, {SREDNJA ŠOLA}, {SREDNJA ŠOLA}",9,0.75
"{OSNOVNA ŠOLA, srednje}, {srednje}",12,1.0
"{OSNOVNA ŠOLA, Okužba s Covid-19}, {kratko}",10,0.8333333333333334
"{srednje}, {Sum na okužbo}, {srednje}",12,1.0
"{Sum na okužbo}, {Sum na okužbo}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{kratko}, {SREDNJA ŠOLA}, {srednje}",10,0.8333333333333334
